Evid,Date,Time,EqLat,EqLon,EqDep,EqML,EqMC,N,Dmin,ErrZ,ErrR,Net,Sta,Cmp,SLat,SLon,SElev,Repi,Rhyp,SML,Corr,AmpE,UnE,PerE,SnrE,AmpN,UnN,PerN,SnrN
50376125,2009-01-01,10:12:59.89,44.529,-110.359,0.15,2.61,2.67,3,5,5.9,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,23.7,23.8361,2.08,0,2.94904,mm,nan,nan,3.13576,mm,nan,nan
50376130,2009-01-01,10:13:50.70,44.528,-110.357,1.23,2.78,2.60,3,5,1.4,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,5.3,6.43752,3.48,.06,223.812,mm,nan,nan,192.841,mm,nan,nan
50376130,2009-01-01,10:13:50.70,44.528,-110.357,1.23,2.78,2.60,3,5,1.4,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,39,39.1587,2.61,.2,2.30541,mm,nan,nan,1.75644,mm,nan,nan
50376130,2009-01-01,10:13:50.70,44.528,-110.357,1.23,2.78,2.60,3,5,1.4,0.3,WY,YHB,HHN,44.7508,-111.1962,2.167,71,71.0812,2.04,0,.2973,mm,nan,nan,.39971,mm,nan,nan
50376130,2009-01-01,10:13:50.70,44.528,-110.357,1.23,2.78,2.60,3,5,1.4,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,50.7,50.8125,2.26,-.38,2.14007,mm,nan,nan,2.20886,mm,nan,nan
50376130,2009-01-01,10:13:50.70,44.528,-110.357,1.23,2.78,2.60,3,5,1.4,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,33,33.1921,2.54,0,3.43517,mm,nan,nan,3.5243,mm,nan,nan
50376130,2009-01-01,10:13:50.70,44.528,-110.357,1.23,2.78,2.60,3,5,1.4,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,23.9,24.1732,2.3,0,4.64836,mm,nan,nan,5.33453,mm,nan,nan
50376155,2009-01-01,10:29:07.86,44.525,-110.355,0.32,2.10,3.07,3,6,1.3,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,5.7,6.3261,2.74,.06,44.643,mm,nan,nan,32.3638,mm,nan,nan
50376155,2009-01-01,10:29:07.86,44.525,-110.355,0.32,2.10,3.07,3,6,1.3,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,39.1,39.1871,1.92,.2,.47568,mm,nan,nan,.36408,mm,nan,nan
50376155,2009-01-01,10:29:07.86,44.525,-110.355,0.32,2.10,3.07,3,6,1.3,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,51,51.0597,1.63,-.38,.46959,mm,nan,nan,.5527,mm,nan,nan
50376155,2009-01-01,10:29:07.86,44.525,-110.355,0.32,2.10,3.07,3,6,1.3,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,33.3,33.4058,1.82,0,.65536,mm,nan,nan,.67716,mm,nan,nan
50376155,2009-01-01,10:29:07.86,44.525,-110.355,0.32,2.10,3.07,3,6,1.3,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,24.3,24.4511,1.57,0,.90525,mm,nan,nan,.9863,mm,nan,nan
50376160,2009-01-01,10:40:12.73,44.533,-110.368,1.29,2.88,2.29,1,4,1.1,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,4.4,5.75793,2.88,.06,54.398,mm,nan,nan,50.6242,mm,nan,nan
50376160,2009-01-01,10:40:12.73,44.533,-110.368,1.29,2.88,2.29,1,4,1.1,0.4,WY,YNR,HHN,44.7155,-110.67917,2.336,32,32.2048,1.6,0,.75536,mm,nan,nan,.50664,mm,nan,nan
50376160,2009-01-01,10:40:12.73,44.533,-110.368,1.29,2.88,2.29,1,4,1.1,0.4,WY,YUF,HHN,44.7126,-110.5117,2.394,23,23.2932,1.64,0,1.15723,mm,nan,nan,1.0303,mm,nan,nan
50376170,2009-01-01,10:48:35.07,44.535,-110.350,0.04,2.60,2.25,1,5,6.5,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,5.2,5.75424,2.6,.06,35.5363,mm,nan,nan,19.4052,mm,nan,nan
50376170,2009-01-01,10:48:35.07,44.535,-110.350,0.04,2.60,2.25,1,5,6.5,0.5,WY,YNR,HHN,44.7155,-110.67917,2.336,32.9,32.9857,1.7,0,.59428,mm,nan,nan,.41469,mm,nan,nan
50376170,2009-01-01,10:48:35.07,44.535,-110.350,0.04,2.60,2.25,1,5,6.5,0.5,WY,YUF,HHN,44.7126,-110.5117,2.394,23.5,23.6257,1.42,0,.65421,mm,nan,nan,.66425,mm,nan,nan
50376210,2009-01-01,12:23:01.23,44.551,-110.363,-0.14,1.88,2.16,2,3,0.2,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,3.3,4.01331,2.42,.06,18.6594,mm,nan,nan,17.9479,mm,nan,nan
50376210,2009-01-01,12:23:01.23,44.551,-110.363,-0.14,1.88,2.16,2,3,0.2,0.6,WY,YMR,HHN,44.66867,-110.965,2.149,49.5,49.5408,1.33,-.38,.26101,mm,nan,nan,.25397,mm,nan,nan
50376210,2009-01-01,12:23:01.23,44.551,-110.363,-0.14,1.88,2.16,2,3,0.2,0.6,WY,YUF,HHN,44.7126,-110.5117,2.394,21.4,21.5184,1.61,0,2.07524,mm,nan,nan,1.16413,mm,nan,nan
50376240,2009-01-01,12:51:23.45,44.554,-110.364,1.74,3.06,0.00,2,3,0.7,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,3.1,5.19123,3.44,.06,225.538,mm,nan,nan,160.042,mm,nan,nan
50376240,2009-01-01,12:51:23.45,44.554,-110.364,1.74,3.06,0.00,2,3,0.7,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,39.2,39.4068,2.67,.2,2.82919,mm,nan,nan,1.86108,mm,nan,nan
50376240,2009-01-01,12:51:23.45,44.554,-110.364,1.74,3.06,0.00,2,3,0.7,0.3,WY,YHB,HHN,44.7508,-111.1962,2.167,69.6,69.7096,2.24,0,.48992,mm,nan,nan,.61234,mm,nan,nan
50376240,2009-01-01,12:51:23.45,44.554,-110.364,1.74,3.06,0.00,2,3,0.7,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,30.8,31.0685,2.5,0,4.61395,mm,nan,nan,5.53835,mm,nan,nan
50376240,2009-01-01,12:51:23.45,44.554,-110.364,1.74,3.06,0.00,2,3,0.7,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,21.2,21.5993,2.63,0,20.41,mm,nan,nan,13.651,mm,nan,nan
50376350,2009-01-01,16:00:40.98,44.560,-110.364,1.27,2.25,2.13,3,3,0.8,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,2.9,4.69634,2.97,.06,72.4227,mm,nan,nan,55.7969,mm,nan,nan
50376350,2009-01-01,16:00:40.98,44.560,-110.364,1.27,2.25,2.13,3,3,0.8,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,39.5,39.6603,1.93,.2,.43322,mm,nan,nan,.42411,mm,nan,nan
50376350,2009-01-01,16:00:40.98,44.560,-110.364,1.27,2.25,2.13,3,3,0.8,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,49.2,49.3187,1.84,-.38,.89339,mm,nan,nan,.75792,mm,nan,nan
50376350,2009-01-01,16:00:40.98,44.560,-110.364,1.27,2.25,2.13,3,3,0.8,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,30.4,30.6131,1.77,0,1.02988,mm,nan,nan,.82553,mm,nan,nan
50376350,2009-01-01,16:00:40.98,44.560,-110.364,1.27,2.25,2.13,3,3,0.8,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,20.6,20.9233,1.83,0,3.37787,mm,nan,nan,2.06798,mm,nan,nan
50376455,2009-01-01,18:14:12.74,44.551,-110.362,0.89,2.33,2.33,3,3,0.8,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,3.4,4.7479,2.98,.06,80.5352,mm,nan,nan,51.9218,mm,nan,nan
50376455,2009-01-01,18:14:12.74,44.551,-110.362,0.89,2.33,2.33,3,3,0.8,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,39.2,39.3289,2.09,.2,.65509,mm,nan,nan,.58943,mm,nan,nan
50376455,2009-01-01,18:14:12.74,44.551,-110.362,0.89,2.33,2.33,3,3,0.8,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,49.6,49.693,1.91,-.38,.9686,mm,nan,nan,1.011,mm,nan,nan
50376455,2009-01-01,18:14:12.74,44.551,-110.362,0.89,2.33,2.33,3,3,0.8,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,31.1,31.2669,1.81,0,1.04297,mm,nan,nan,1.03082,mm,nan,nan
50376455,2009-01-01,18:14:12.74,44.551,-110.362,0.89,2.33,2.33,3,3,0.8,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,21.5,21.7494,2.15,0,6.89234,mm,nan,nan,4.28676,mm,nan,nan
50376530,2009-01-02,00:54:54.68,44.558,-110.355,-0.11,2.02,2.38,3,4,0.1,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,3.7,4.36401,2.77,.06,48.254,mm,nan,nan,32.8325,mm,nan,nan
50376530,2009-01-02,00:54:54.68,44.558,-110.355,-0.11,2.02,2.38,3,4,0.1,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,40,40.0595,1.79,.2,.29677,mm,nan,nan,.32579,mm,nan,nan
50376530,2009-01-02,00:54:54.68,44.558,-110.355,-0.11,2.02,2.38,3,4,0.1,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,50,50.0416,1.49,-.38,.31602,mm,nan,nan,.43248,mm,nan,nan
50376530,2009-01-02,00:54:54.68,44.558,-110.355,-0.11,2.02,2.38,3,4,0.1,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,31.1,31.1796,1.6,.35,.75992,mm,nan,nan,.50532,mm,nan,nan
50376530,2009-01-02,00:54:54.68,44.558,-110.355,-0.11,2.02,2.38,3,4,0.1,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,21.2,21.3227,1.73,0,2.89097,mm,nan,nan,1.3886,mm,nan,nan
50376550,2009-01-02,01:13:04.34,44.562,-110.374,0.82,3.08,2.40,3,2,0.7,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,2.1,3.86439,3.87,.06,650.434,mm,nan,nan,366.216,mm,nan,nan
50376550,2009-01-02,01:13:04.34,44.562,-110.374,0.82,3.08,2.40,3,2,0.7,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,38.7,38.8249,2.65,.2,2.32457,mm,nan,nan,2.15423,mm,nan,nan
50376550,2009-01-02,01:13:04.34,44.562,-110.374,0.82,3.08,2.40,3,2,0.7,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,29.6,29.7678,2.73,.35,3.62116,mm,nan,nan,4.02672,mm,nan,nan
50376550,2009-01-02,01:13:04.34,44.562,-110.374,0.82,3.08,2.40,3,2,0.7,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,20,20.2566,2.19,0,6.50354,mm,nan,nan,5.95755,mm,nan,nan
50376555,2009-01-02,01:21:18.30,44.555,-110.371,3.72,3.00,2.87,6,3,0.8,0.4,US,BW06,BHN,42.7667,-109.5583,2.224,209.2,209.284,2.51,-.15,.14911,mm,nan,nan,.31271,mm,nan,nan
50376555,2009-01-02,01:21:18.30,44.555,-110.371,3.72,3.00,2.87,6,3,0.8,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,2.6,6.67149,4.14,.06,1245.36,mm,nan,nan,651.22,mm,nan,nan
50376555,2009-01-02,01:21:18.30,44.555,-110.371,3.72,3.00,2.87,6,3,0.8,0.4,WY,YFT,HHN,44.45133,-110.83583,2.292,38.7,39.1642,2.89,.2,4.6274,mm,nan,nan,3.19117,mm,nan,nan
50376555,2009-01-02,01:21:18.30,44.555,-110.371,3.72,3.00,2.87,6,3,0.8,0.4,WY,YHB,HHN,44.7508,-111.1962,2.167,69,69.2507,2.59,.18,.91588,mm,nan,nan,.72761,mm,nan,nan
50376555,2009-01-02,01:21:18.30,44.555,-110.371,3.72,3.00,2.87,6,3,0.8,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,48.8,49.1517,2.88,-.38,10.1387,mm,nan,nan,8.11002,mm,nan,nan
50376555,2009-01-02,01:21:18.30,44.555,-110.371,3.72,3.00,2.87,6,3,0.8,0.4,WY,YNR,HHN,44.7155,-110.67917,2.336,30.3,30.8993,2.99,.35,7.41597,mm,nan,nan,6.4715,mm,nan,nan
50376555,2009-01-02,01:21:18.30,44.555,-110.371,3.72,3.00,2.87,6,3,0.8,0.4,WY,YUF,HHN,44.7126,-110.5117,2.394,20.8,21.68,2.4,0,11.1658,mm,nan,nan,9.05781,mm,nan,nan
50376565,2009-01-02,01:30:56.02,44.560,-110.322,-0.24,2.77,2.67,5,6,8.6,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,6.2,6.57342,3.85,.06,585.761,mm,nan,nan,404.664,mm,nan,nan
50376565,2009-01-02,01:30:56.02,44.560,-110.322,-0.24,2.77,2.67,5,6,8.6,0.5,WY,YFT,HHN,44.45133,-110.83583,2.292,42.6,42.6494,2.52,.2,1.38055,mm,nan,nan,1.28743,mm,nan,nan
50376565,2009-01-02,01:30:56.02,44.560,-110.322,-0.24,2.77,2.67,5,6,8.6,0.5,WY,YHB,HHN,44.7508,-111.1962,2.167,72.5,72.5256,2.26,.18,.34041,mm,nan,nan,.3427,mm,nan,nan
50376565,2009-01-02,01:30:56.02,44.560,-110.322,-0.24,2.77,2.67,5,6,8.6,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,52.5,52.5347,2.37,-.38,3.17423,mm,nan,nan,2.43328,mm,nan,nan
50376565,2009-01-02,01:30:56.02,44.560,-110.322,-0.24,2.77,2.67,5,6,8.6,0.5,WY,YNR,HHN,44.7155,-110.67917,2.336,33.2,33.2661,2.84,.35,3.23351,mm,nan,nan,3.01969,mm,nan,nan
50376565,2009-01-02,01:30:56.02,44.560,-110.322,-0.24,2.77,2.67,5,6,8.6,0.5,WY,YUF,HHN,44.7126,-110.5117,2.394,22.7,22.802,2.34,0,5.51708,mm,nan,nan,5.61556,mm,nan,nan
50376645,2009-01-02,05:06:28.27,44.546,-110.355,-0.01,2.22,2.88,4,4,1.3,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,4.2,4.84432,2.76,.06,35.9653,mm,nan,nan,44.4598,mm,nan,nan
50376645,2009-01-02,05:06:28.27,44.546,-110.355,-0.01,2.22,2.88,4,4,1.3,0.4,WY,YFT,HHN,44.45133,-110.83583,2.292,39.7,39.7655,2.07,.2,.57451,mm,nan,nan,.60599,mm,nan,nan
50376645,2009-01-02,05:06:28.27,44.546,-110.355,-0.01,2.22,2.88,4,4,1.3,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,50.3,50.3455,1.83,-.38,.85395,mm,nan,nan,.77137,mm,nan,nan
50376645,2009-01-02,05:06:28.27,44.546,-110.355,-0.01,2.22,2.88,4,4,1.3,0.4,WY,YNR,HHN,44.7155,-110.67917,2.336,31.9,31.9847,2.2,.35,1.27727,mm,nan,nan,.9826,mm,nan,nan
50376645,2009-01-02,05:06:28.27,44.546,-110.355,-0.01,2.22,2.88,4,4,1.3,0.4,WY,YUF,HHN,44.7126,-110.5117,2.394,22.3,22.4271,1.91,0,3.3498,mm,nan,nan,3.111,mm,nan,nan
50376655,2009-01-02,05:10:53.54,44.547,-110.359,1.84,2.46,2.85,4,4,0.8,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,3.8,5.71154,3.05,.06,76.856,mm,nan,nan,80.0551,mm,nan,nan
50376655,2009-01-02,05:10:53.54,44.547,-110.359,1.84,2.46,2.85,4,4,0.8,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,39.4,39.6161,2.3,.2,.88315,mm,nan,nan,1.13878,mm,nan,nan
50376655,2009-01-02,05:10:53.54,44.547,-110.359,1.84,2.46,2.85,4,4,0.8,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,50,50.1589,2.04,-.38,1.37676,mm,nan,nan,1.28979,mm,nan,nan
50376655,2009-01-02,05:10:53.54,44.547,-110.359,1.84,2.46,2.85,4,4,0.8,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,31.5,31.7756,2.46,.35,2.40155,mm,nan,nan,1.66104,mm,nan,nan
50376655,2009-01-02,05:10:53.54,44.547,-110.359,1.84,2.46,2.85,4,4,0.8,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,22,22.4037,2.32,0,8.40806,mm,nan,nan,8.24745,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,US,BOZ,BHN,45.59697,-111.62967,1.589,153.8,153.96,2.93,.17,.70835,mm,nan,nan,.45228,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,MB,BUT,ELN,46.010834,-112.55666,1.758,237.2,237.309,3.17,-.23,1.00237,mm,nan,nan,1.00237,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,US,BW06,BHN,42.7667,-109.5583,2.224,208.1,208.24,3.21,-.15,.85846,mm,nan,nan,1.46047,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,UU,HVU,HHN,41.77967,-112.775,1.609,365.1,365.168,2.99,-.21,.1491,mm,nan,nan,.17,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,4,8.80502,4.71,.06,3577.93,mm,nan,nan,3523.44,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,UU,TCU,HHN,41.11733,-111.40784,2.269,390.7,390.776,3.25,-.55,.47641,mm,nan,nan,.51755,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,39.7,40.4421,3.55,.2,16.7531,mm,nan,nan,18.7712,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,WY,YHB,HHN,44.7508,-111.1962,2.167,70.4,70.8076,3.43,.18,5.52123,mm,nan,nan,5.70332,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,50.2,50.7674,3.6,-.38,51.8248,mm,nan,nan,45.1212,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,31.7,32.635,3.8,.35,49.7566,mm,nan,nan,40.1674,mm,nan,nan
50376805,2009-01-02,18:32:47.80,44.548,-110.355,5.42,3.46,3.55,10,8,0.7,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,22.1,23.4407,3.35,0,90.2005,mm,nan,nan,86.5975,mm,nan,nan
50376815,2009-01-02,18:43:42.83,44.552,-110.367,-0.07,2.42,2.34,2,3,0.2,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,3,3.81331,2.91,.06,58.4894,mm,nan,nan,54.2912,mm,nan,nan
50376815,2009-01-02,18:43:42.83,44.552,-110.367,-0.07,2.42,2.34,2,3,0.2,0.4,WY,YNR,HHN,44.7155,-110.67917,2.336,30.7,30.7835,1.92,.35,.79561,mm,nan,nan,.37669,mm,nan,nan
50376815,2009-01-02,18:43:42.83,44.552,-110.367,-0.07,2.42,2.34,2,3,0.2,0.4,WY,YUF,HHN,44.7126,-110.5117,2.394,21.2,21.327,1.76,0,2.48033,mm,nan,nan,2.0638,mm,nan,nan
50376820,2009-01-02,18:48:20.51,44.551,-110.363,0.14,2.75,2.66,4,3,1.3,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,3.3,4.17901,3.38,.06,171.803,mm,nan,nan,158.321,mm,nan,nan
50376820,2009-01-02,18:48:20.51,44.551,-110.363,0.14,2.75,2.66,4,3,1.3,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,39.2,39.2754,2.52,.2,1.58536,mm,nan,nan,1.76566,mm,nan,nan
50376820,2009-01-02,18:48:20.51,44.551,-110.363,0.14,2.75,2.66,4,3,1.3,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,49.5,49.5529,2.42,-.38,3.20797,mm,nan,nan,3.12752,mm,nan,nan
50376820,2009-01-02,18:48:20.51,44.551,-110.363,0.14,2.75,2.66,4,3,1.3,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,31,31.0987,2.69,.35,3.46246,mm,nan,nan,3.47965,mm,nan,nan
50376820,2009-01-02,18:48:20.51,44.551,-110.363,0.14,2.75,2.66,4,3,1.3,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,21.4,21.5495,2.6,0,19.3453,mm,nan,nan,12.0643,mm,nan,nan
50376850,2009-01-02,19:02:03.93,44.551,-110.368,0.53,2.27,2.31,2,3,1.4,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,3,4.21024,2.75,.06,39.4752,mm,nan,nan,38.9788,mm,nan,nan
50376850,2009-01-02,19:02:03.93,44.551,-110.368,0.53,2.27,2.31,2,3,1.4,0.7,WY,YNR,HHN,44.7155,-110.67917,2.336,30.7,30.8335,1.79,.35,.5035,mm,nan,nan,.364,mm,nan,nan
50376850,2009-01-02,19:02:03.93,44.551,-110.368,0.53,2.27,2.31,2,3,1.4,0.7,WY,YUF,HHN,44.7126,-110.5117,2.394,21.2,21.4007,1.57,0,1.65245,mm,nan,nan,1.29929,mm,nan,nan
50376885,2009-01-02,19:40:52.83,44.552,-110.377,0.78,3.04,3.01,7,2,0.5,0.3,MB,BUT,ELN,46.010834,-112.55666,1.758,235.7,235.714,2.57,-.23,.25179,mm,nan,nan,.25179,mm,nan,nan
50376885,2009-01-02,19:40:52.83,44.552,-110.377,0.78,3.04,3.01,7,2,0.5,0.3,US,BW06,BHN,42.7667,-109.5583,2.224,209,209.022,2.6,-.15,.21667,mm,nan,nan,.34426,mm,nan,nan
50376885,2009-01-02,19:40:52.83,44.552,-110.377,0.78,3.04,3.01,7,2,0.5,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,2.4,4.0032,4.12,.06,972.589,mm,nan,nan,875.83,mm,nan,nan
50376885,2009-01-02,19:40:52.83,44.552,-110.377,0.78,3.04,3.01,7,2,0.5,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,38.2,38.3233,2.99,.2,4.6267,mm,nan,nan,5.23633,mm,nan,nan
50376885,2009-01-02,19:40:52.83,44.552,-110.377,0.78,3.04,3.01,7,2,0.5,0.3,WY,YHB,HHN,44.7508,-111.1962,2.167,68.6,68.6633,2.77,.18,1.04501,mm,nan,nan,1.43301,mm,nan,nan
50376885,2009-01-02,19:40:52.83,44.552,-110.377,0.78,3.04,3.01,7,2,0.5,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,48.5,48.5884,2.95,-.38,11.0381,mm,nan,nan,10.676,mm,nan,nan
50376885,2009-01-02,19:40:52.83,44.552,-110.377,0.78,3.04,3.01,7,2,0.5,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,30.1,30.2609,3.29,.35,16.2196,mm,nan,nan,11.1996,mm,nan,nan
50376885,2009-01-02,19:40:52.83,44.552,-110.377,0.78,3.04,3.01,7,2,0.5,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,20.8,21.0408,2.92,0,32.89,mm,nan,nan,33.1508,mm,nan,nan
50376890,2009-01-02,19:44:00.07,44.554,-110.365,1.08,2.46,2.30,4,3,0.8,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,3,4.61281,3.4,.06,205.821,mm,nan,nan,142.375,mm,nan,nan
50376890,2009-01-02,19:44:00.07,44.554,-110.365,1.08,2.46,2.30,4,3,0.8,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,39.1,39.2451,2.11,.2,.65979,mm,nan,nan,.63405,mm,nan,nan
50376890,2009-01-02,19:44:00.07,44.554,-110.365,1.08,2.46,2.30,4,3,0.8,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,49.3,49.4056,2.06,-.38,1.50867,mm,nan,nan,1.2791,mm,nan,nan
50376890,2009-01-02,19:44:00.07,44.554,-110.365,1.08,2.46,2.30,4,3,0.8,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,30.7,30.8895,2.25,.35,1.46268,mm,nan,nan,1.04105,mm,nan,nan
50376890,2009-01-02,19:44:00.07,44.554,-110.365,1.08,2.46,2.30,4,3,0.8,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,21.1,21.3841,1.88,0,3.20945,mm,nan,nan,2.88765,mm,nan,nan
50376915,2009-01-02,20:13:34.57,44.551,-110.371,0.80,2.50,2.26,4,3,0.7,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,2.8,4.27015,3.39,.06,178.778,mm,nan,nan,162.814,mm,nan,nan
50376915,2009-01-02,20:13:34.57,44.551,-110.371,0.80,2.50,2.26,4,3,0.7,0.3,WY,YFT,HHN,44.45133,-110.83583,2.292,38.6,38.7236,2.18,.2,.74861,mm,nan,nan,.76031,mm,nan,nan
50376915,2009-01-02,20:13:34.57,44.551,-110.371,0.80,2.50,2.26,4,3,0.7,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,48.9,48.9888,2.03,-.38,1.34939,mm,nan,nan,1.20423,mm,nan,nan
50376915,2009-01-02,20:13:34.57,44.551,-110.371,0.80,2.50,2.26,4,3,0.7,0.3,WY,YNR,HHN,44.7155,-110.67917,2.336,30.5,30.6608,2.39,.35,2.21093,mm,nan,nan,1.31081,mm,nan,nan
50376915,2009-01-02,20:13:34.57,44.551,-110.371,0.80,2.50,2.26,4,3,0.7,0.3,WY,YUF,HHN,44.7126,-110.5117,2.394,21.2,21.4393,2.13,0,5.90272,mm,nan,nan,4.83957,mm,nan,nan
50376920,2009-01-02,20:15:37.83,44.529,-110.370,2.34,3.07,3.32,8,5,0.5,0.2,US,BOZ,BHN,45.59697,-111.62967,1.589,154.7,154.75,2.43,.17,.19102,mm,nan,nan,.1773,mm,nan,nan
50376920,2009-01-02,20:15:37.83,44.529,-110.370,2.34,3.07,3.32,8,5,0.5,0.2,MB,BUT,ELN,46.010834,-112.55666,1.758,237.9,237.935,2.87,-.23,.50238,mm,nan,nan,.50238,mm,nan,nan
50376920,2009-01-02,20:15:37.83,44.529,-110.370,2.34,3.07,3.32,8,5,0.5,0.2,US,BW06,BHN,42.7667,-109.5583,2.224,206.5,206.55,3.15,-.15,.7655,mm,nan,nan,1.223,mm,nan,nan
50376920,2009-01-02,20:15:37.83,44.529,-110.370,2.34,3.07,3.32,8,5,0.5,0.2,US,LKWY,BHN,44.5652,-110.4,2.424,4.7,6.69221,3.52,.06,276.89,mm,nan,nan,179.826,mm,nan,nan
50376920,2009-01-02,20:15:37.83,44.529,-110.370,2.34,3.07,3.32,8,5,0.5,0.2,WY,YFT,HHN,44.45133,-110.83583,2.292,38.1,38.3805,3.47,.2,17.4263,mm,nan,nan,12.017,mm,nan,nan
50376920,2009-01-02,20:15:37.83,44.529,-110.370,2.34,3.07,3.32,8,5,0.5,0.2,WY,YHB,HHN,44.7508,-111.1962,2.167,70.1,70.2447,2.93,.18,1.79321,mm,nan,nan,1.77729,mm,nan,nan
50376920,2009-01-02,20:15:37.83,44.529,-110.370,2.34,3.07,3.32,8,5,0.5,0.2,WY,YMR,HHN,44.66867,-110.965,2.149,49.7,49.9023,3.03,-.38,13.8245,mm,nan,nan,12.1476,mm,nan,nan
