DEPTH,ML,NET,STA,DISTANCE,RN,TN,RA,TA,UTC
4.8,1.28,WY,YHB,32.6,4.4268e-05,4.0309e-05,0.00015505,5.4534e-05,2020-02-19T03:12:28
4.8,1.28,WY,YHL,33.8,2.7586e-05,1.91e-05,2.4707e-05,1.9747e-05,2020-02-19T03:12:28
4.8,1.28,WY,YMP,49.8,3.3456e-05,2.2975e-05,8.4587e-06,7.6573e-06,2020-02-19T03:12:28
4.8,1.28,WY,YMR,16.3,2.5548e-05,2.67e-05,0.00031988,0.00027213,2020-02-19T03:12:28
4.8,1.28,WY,YNE,68.2,9.033e-06,9.3585e-06,3.9066e-06,7.9455e-06,2020-02-19T03:12:28
4.8,1.28,WY,YNM,6.6,0.0001735,0.00016521,0.0011282,0.00074574,2020-02-19T03:12:28
4.8,1.28,WY,YNR,8.8,1.8733e-05,2.0959e-05,0.00051845,0.00056013,2020-02-19T03:12:28
4.8,1.28,WY,YPP,52.2,1.4199e-05,1.7171e-05,9.8663e-06,8.6044e-06,2020-02-19T03:12:28
4.8,1.28,WY,YTP,55.5,2.4152e-05,1.3473e-05,0.00010075,0.00010113,2020-02-19T03:12:28
4.8,1.28,WY,YUF,21.9,6.1557e-05,5.6947e-05,0.00017797,0.00010137,2020-02-19T03:12:28
3.7,0.99,IW,LOHW,125.7,1.2797e-05,2.3071e-05,3.3124e-06,2.9619e-06,2020-02-19T03:14:46
3.7,0.99,IW,MOOW,109.8,1.057e-05,1.2459e-05,1.0002e-05,6.0113e-06,2020-02-19T03:14:46
3.7,0.99,IW,SNOW,141.8,3.3023e-05,3.6476e-05,1.0522e-05,1.4553e-05,2020-02-19T03:14:46
3.7,0.99,RE,JKLK1,98.4,8.7588e-05,0.00011409,2.9548e-05,2.3489e-05,2020-02-19T03:14:46
3.7,0.99,RE,JKLK2,99.0,4.6946e-05,5.141e-05,1.6454e-05,1.3376e-05,2020-02-19T03:14:46
3.7,0.99,RE,JKLK,98.4,7.7547e-05,0.00010821,6.4869e-05,5.2732e-05,2020-02-19T03:14:46
3.7,0.99,US,BOZ,116.5,8.2447e-06,1.0154e-05,7.3838e-06,5.0008e-06,2020-02-19T03:14:46
3.7,0.99,US,RLMT,127.1,1.5001e-05,1.5496e-05,8.9374e-06,1.6531e-05,2020-02-19T03:14:46
3.7,0.99,WY,YDD,41.3,1.5777e-05,1.7451e-05,1.1075e-05,1.2491e-05,2020-02-19T03:14:46
3.7,0.99,WY,YEE,75.7,6.0679e-05,8.9487e-05,8.5767e-05,0.00012809,2020-02-19T03:14:46
3.7,0.99,WY,YFT,31.9,1.8453e-05,7.2347e-05,1.7153e-05,3.804e-05,2020-02-19T03:14:46
3.7,0.99,WY,YHB,32.7,4.4295e-05,3.152e-05,0.00010901,3.6352e-05,2020-02-19T03:14:46
3.7,0.99,WY,YHL,34.1,2.1349e-05,1.7649e-05,1.8827e-05,1.2612e-05,2020-02-19T03:14:46
3.7,0.99,WY,YMP,49.7,2.4795e-05,2.4177e-05,9.9717e-06,7.3696e-06,2020-02-19T03:14:46
3.7,0.99,WY,YMR,16.2,2.4408e-05,2.5553e-05,0.00022546,0.00020178,2020-02-19T03:14:46
3.7,0.99,WY,YNE,68.3,1.2242e-05,9.4809e-06,4.3522e-06,5.1492e-06,2020-02-19T03:14:46
3.7,0.99,WY,YNM,6.4,0.00022279,0.00016485,0.00062702,0.00045973,2020-02-19T03:14:46
3.7,0.99,WY,YNR,8.6,2.9031e-05,3.9534e-05,0.00035753,0.00034949,2020-02-19T03:14:46
3.7,0.99,WY,YPP,51.7,9.7372e-06,1.343e-05,7.5404e-06,9.8401e-06,2020-02-19T03:14:46
3.7,0.99,WY,YTP,55.0,1.2815e-05,1.5587e-05,2.6581e-05,1.7502e-05,2020-02-19T03:14:46
3.7,0.99,WY,YUF,21.7,4.114e-05,4.6187e-05,0.00014637,7.1909e-05,2020-02-19T03:14:46
8.0,1.33,IW,LOHW,125.8,1.7217e-05,1.3991e-05,4.1755e-06,9.554e-06,2020-02-19T03:21:57
8.0,1.33,IW,MOOW,109.9,5.6328e-06,1.0863e-05,1.0414e-05,1.0607e-05,2020-02-19T03:21:57
8.0,1.33,IW,SNOW,142.0,3.0878e-05,2.401e-05,1.2788e-05,1.2051e-05,2020-02-19T03:21:57
8.0,1.33,RE,JKLK1,98.4,5.3287e-05,7.018e-05,1.8437e-05,3.0117e-05,2020-02-19T03:21:57
8.0,1.33,RE,JKLK2,99.1,2.5852e-05,2.6433e-05,9.2969e-06,9.6082e-06,2020-02-19T03:21:57
8.0,1.33,RE,JKLK,98.5,3.8806e-05,7.2106e-05,4.2317e-05,6.5359e-05,2020-02-19T03:21:57
8.0,1.33,US,BOZ,116.7,2.0855e-05,1.5454e-05,4.3781e-06,7.5404e-06,2020-02-19T03:21:57
8.0,1.33,US,RLMT,126.7,1.8377e-05,2.4097e-05,9.2973e-06,1.1783e-05,2020-02-19T03:21:57
8.0,1.33,WY,YDD,41.3,1.5927e-05,2.3128e-05,1.1002e-05,1.1137e-05,2020-02-19T03:21:57
8.0,1.33,WY,YEE,75.3,5.846e-05,6.4729e-05,2.888e-05,4.2272e-05,2020-02-19T03:21:57
8.0,1.33,WY,YFT,32.1,1.7391e-05,6.8649e-05,3.0896e-05,3.4045e-05,2020-02-19T03:21:57
8.0,1.33,WY,YHB,33.2,4.9863e-05,2.8075e-05,0.00014882,6.0268e-05,2020-02-19T03:21:57
8.0,1.33,WY,YHL,34.5,2.3391e-05,1.5312e-05,2.2472e-05,2.0275e-05,2020-02-19T03:21:57
8.0,1.33,WY,YMP,49.3,2.0656e-05,2.8425e-05,1.1669e-05,1.3476e-05,2020-02-19T03:21:57
8.0,1.33,WY,YMR,16.7,3.3407e-05,2.9947e-05,0.00030458,0.0003102,2020-02-19T03:21:57
8.0,1.33,WY,YNE,67.8,1.3365e-05,1.1085e-05,4.7441e-06,9.6912e-06,2020-02-19T03:21:57
8.0,1.33,WY,YNM,6.0,0.00015593,0.00013847,0.00098919,0.00047882,2020-02-19T03:21:57
8.0,1.33,WY,YNR,8.2,1.3361e-05,2.0566e-05,0.00066558,0.0003461,2020-02-19T03:21:57
8.0,1.33,WY,YPP,51.9,1.672e-05,1.2178e-05,8.9004e-06,7.2503e-06,2020-02-19T03:21:57
8.0,1.33,WY,YTP,54.8,9.2416e-06,8.1429e-06,1.9019e-05,1.6127e-05,2020-02-19T03:21:57
8.0,1.33,WY,YUF,21.3,3.9556e-05,5.2254e-05,0.00012669,9.1061e-05,2020-02-19T03:21:57
5.4,1.61,IW,LOHW,126.1,1.5627e-05,1.0025e-05,5.0918e-06,3.813e-06,2020-02-19T03:23:40
5.4,1.61,IW,MOOW,110.1,9.1688e-06,1.0525e-05,8.0384e-06,1.4478e-05,2020-02-19T03:23:40
5.4,1.61,IW,SNOW,142.2,2.4368e-05,2.0326e-05,1.5628e-05,1.7993e-05,2020-02-19T03:23:40
5.4,1.61,RE,JKLK1,98.7,9.1979e-05,7.2752e-05,4.5313e-05,2.7226e-05,2020-02-19T03:23:40
5.4,1.61,RE,JKLK2,99.4,4.434e-05,2.8669e-05,1.3899e-05,1.2997e-05,2020-02-19T03:23:40
5.4,1.61,RE,JKLK,98.8,6.9503e-05,6.8485e-05,5.0752e-05,5.9638e-05,2020-02-19T03:23:40
5.4,1.61,US,BOZ,116.3,1.1477e-05,1.7736e-05,6.5201e-06,1.0929e-05,2020-02-19T03:23:40
5.4,1.61,US,RLMT,127.0,2.1374e-05,1.447e-05,1.509e-05,7.5688e-06,2020-02-19T03:23:40
5.4,1.61,WY,YDD,41.6,2.9681e-05,1.5534e-05,1.8294e-05,2.5649e-05,2020-02-19T03:23:40
5.4,1.61,WY,YEE,75.8,3.5128e-05,5.4542e-05,3.6192e-05,3.524e-05,2020-02-19T03:23:40
5.4,1.61,WY,YFT,32.3,1.7808e-05,7.277e-05,8.5366e-05,4.0674e-05,2020-02-19T03:23:40
5.4,1.61,WY,YHB,32.8,4.5564e-05,3.4962e-05,0.00036645,0.00013885,2020-02-19T03:23:40
5.4,1.61,WY,YHL,34.0,9.5116e-06,2.6326e-05,5.5964e-05,5.0745e-05,2020-02-19T03:23:40
5.4,1.61,WY,YMP,49.6,2.8292e-05,4.5656e-05,2.2076e-05,1.9e-05,2020-02-19T03:23:40
5.4,1.61,WY,YMR,16.5,2.1113e-05,2.3578e-05,0.00077189,0.00068444,2020-02-19T03:23:40
5.4,1.61,WY,YNE,68.1,9.8737e-06,1.2502e-05,1.025e-05,2.4548e-05,2020-02-19T03:23:40
5.4,1.61,WY,YNM,6.4,0.00018298,0.0001606,0.0019369,0.00074184,2020-02-19T03:23:40
5.4,1.61,WY,YNR,8.6,2.2247e-05,2.4206e-05,0.00074866,0.00049875,2020-02-19T03:23:40
5.4,1.61,WY,YPP,52.1,2.1596e-05,1.4116e-05,2.4869e-05,1.4009e-05,2020-02-19T03:23:40
5.4,1.61,WY,YTP,55.3,1.8729e-05,1.6785e-05,1.4883e-05,1.7179e-05,2020-02-19T03:23:40
5.4,1.61,WY,YUF,21.7,4.706e-05,4.4608e-05,0.00024541,0.00015951,2020-02-19T03:23:40
2.2,-9.99,IW,LOHW,125.8,1.4106e-05,1.1643e-05,2.3786e-06,1.0038e-05,2020-02-19T03:27:37
2.2,-9.99,IW,MOOW,109.9,1.0065e-05,1.472e-05,9.6311e-06,6.8367e-06,2020-02-19T03:27:37
2.2,-9.99,IW,SNOW,141.9,2.105e-05,2.3057e-05,1.1606e-05,1.3048e-05,2020-02-19T03:27:37
2.2,-9.99,RE,JKLK1,98.5,8.3835e-05,8.5211e-05,3.3134e-05,3.0511e-05,2020-02-19T03:27:37
2.2,-9.99,RE,JKLK2,99.1,3.6845e-05,3.4494e-05,9.2322e-06,9.4035e-06,2020-02-19T03:27:37
2.2,-9.99,RE,JKLK,98.5,7.1721e-05,7.7603e-05,2.9039e-05,4.8968e-05,2020-02-19T03:27:37
2.2,-9.99,US,BOZ,116.4,1.0696e-05,1.0146e-05,8.2561e-06,1.4342e-05,2020-02-19T03:27:37
2.2,-9.99,US,RLMT,127.2,1.6561e-05,2.1653e-05,1.7484e-05,1.5659e-05,2020-02-19T03:27:37
2.2,-9.99,WY,YDD,41.4,1.454e-05,1.8567e-05,7.3826e-06,1.0001e-05,2020-02-19T03:27:37
2.2,-9.99,WY,YEE,75.8,3.6125e-05,7.1269e-05,8.9389e-05,0.00013427,2020-02-19T03:27:37
2.2,-9.99,WY,YFT,32.0,2.3969e-05,7.7563e-05,5.2549e-06,3.3992e-05,2020-02-19T03:27:37
2.2,-9.99,WY,YHB,32.6,6.1019e-05,4.1046e-05,3.5341e-05,2.4291e-05,2020-02-19T03:27:37
2.2,-9.99,WY,YHL,34.0,2.2541e-05,9.8782e-06,1.7778e-05,1.6211e-05,2020-02-19T03:27:37
2.2,-9.99,WY,YMP,49.8,1.4634e-05,1.5347e-05,7.6279e-06,1.3799e-05,2020-02-19T03:27:37
2.2,-9.99,WY,YMR,16.2,2.8847e-05,2.4339e-05,5.0523e-05,4.6629e-05,2020-02-19T03:27:37
2.2,-9.99,WY,YNE,68.4,1.1107e-05,1.3347e-05,4.4287e-06,3.8572e-06,2020-02-19T03:27:37
2.2,-9.99,WY,YNM,6.5,0.00018854,0.00018349,0.00017313,0.00016831,2020-02-19T03:27:37
2.2,-9.99,WY,YNR,8.7,2.6639e-05,1.9299e-05,8.5669e-05,5.2649e-05,2020-02-19T03:27:37
2.2,-9.99,WY,YPP,51.8,1.6592e-05,1.8872e-05,1.2112e-05,4.7791e-06,2020-02-19T03:27:37
2.2,-9.99,WY,YTP,55.2,1.6607e-05,1.3772e-05,1.4875e-05,8.1826e-06,2020-02-19T03:27:37
2.2,-9.99,WY,YUF,21.8,4.614e-05,4.2294e-05,4.2228e-05,5.2499e-05,2020-02-19T03:27:37
3.3,-9.99,IW,LOHW,126.3,9.3007e-06,1.7022e-05,2.795e-06,6.6026e-06,2020-02-19T03:30:45
3.3,-9.99,IW,MOOW,110.4,1.0454e-05,1.1478e-05,8.4596e-06,7.4755e-06,2020-02-19T03:30:45
3.3,-9.99,IW,SNOW,142.5,3.1692e-05,2.7636e-05,1.1494e-05,1.5658e-05,2020-02-19T03:30:45
3.3,-9.99,RE,JKLK1,99.1,6.6843e-05,5.5692e-05,3.1526e-05,2.455e-05,2020-02-19T03:30:45
3.3,-9.99,RE,JKLK2,99.7,3.3381e-05,3.2307e-05,1.0782e-05,1.4149e-05,2020-02-19T03:30:45
3.3,-9.99,RE,JKLK,99.1,5.6133e-05,5.094e-05,5.868e-05,4.8079e-05,2020-02-19T03:30:45
3.3,-9.99,US,BOZ,115.8,8.7585e-06,8.6572e-06,8.9647e-06,1.0179e-05,2020-02-19T03:30:45
3.3,-9.99,US,RLMT,127.3,1.1721e-05,1.415e-05,1.6786e-05,2.1916e-05,2020-02-19T03:30:45
3.3,-9.99,WY,YDD,42.0,2.2362e-05,2.0192e-05,8.1453e-06,9.0086e-06,2020-02-19T03:30:45
3.3,-9.99,WY,YEE,76.3,5.7512e-05,7.4462e-05,5.6781e-05,8.5325e-05,2020-02-19T03:30:45
3.3,-9.99,WY,YFT,32.5,1.8213e-05,6.0618e-05,8.5122e-06,3.3598e-05,2020-02-19T03:30:45
3.3,-9.99,WY,YHB,32.3,4.4414e-05,2.5495e-05,2.5226e-05,1.3668e-05,2020-02-19T03:30:45
3.3,-9.99,WY,YHL,33.5,1.4841e-05,1.341e-05,1.1619e-05,1.1581e-05,2020-02-19T03:30:45
3.3,-9.99,WY,YMP,50.1,1.3549e-05,2.2764e-05,7.033e-06,6.7706e-06,2020-02-19T03:30:45
3.3,-9.99,WY,YMR,16.2,2.0861e-05,2.3945e-05,6.9042e-05,5.2201e-05,2020-02-19T03:30:45
3.3,-9.99,WY,YNE,68.4,1.4453e-05,1.4232e-05,5.9441e-06,3.7472e-06,2020-02-19T03:30:45
3.3,-9.99,WY,YNM,6.9,0.00016092,0.00021721,0.0001494,0.00013874,2020-02-19T03:30:45
3.3,-9.99,WY,YNR,9.1,2.1709e-05,2.5967e-05,8.0004e-05,3.8408e-05,2020-02-19T03:30:45
3.3,-9.99,WY,YPP,52.3,1.738e-05,2.2359e-05,1.4261e-05,1.0653e-05,2020-02-19T03:30:45
3.3,-9.99,WY,YTP,55.8,1.7575e-05,1.6612e-05,1.8983e-05,1.1436e-05,2020-02-19T03:30:45
3.3,-9.99,WY,YUF,22.1,5.1115e-05,4.7216e-05,3.087e-05,4.7707e-05,2020-02-19T03:30:45
2.4,-9.99,IW,LOHW,127.4,2.0165e-05,2.1492e-05,2.51e-06,4.5927e-06,2020-02-19T03:31:00
2.4,-9.99,IW,MOOW,111.6,9.883e-06,7.2925e-06,1.1558e-05,7.4955e-06,2020-02-19T03:31:00
2.4,-9.99,IW,SNOW,143.6,2.8252e-05,2.5554e-05,1.1469e-05,1.5656e-05,2020-02-19T03:31:00
2.4,-9.99,RE,JKLK1,100.1,7.1765e-05,6.4248e-05,3.2783e-05,2.669e-05,2020-02-19T03:31:00
2.4,-9.99,RE,JKLK2,100.7,2.9619e-05,2.8458e-05,1.0724e-05,1.0202e-05,2020-02-19T03:31:00
2.4,-9.99,RE,JKLK,100.1,6.072e-05,5.7144e-05,5.8994e-05,5.1961e-05,2020-02-19T03:31:00
2.4,-9.99,US,BOZ,115.5,1.1126e-05,7.5601e-06,8.5547e-06,1.3136e-05,2020-02-19T03:31:00
2.4,-9.99,US,RLMT,125.8,1.5873e-05,2.3835e-05,1.6804e-05,8.1849e-06,2020-02-19T03:31:00
2.4,-9.99,WY,YDD,42.7,2.3268e-05,1.7889e-05,7.9209e-06,8.1005e-06,2020-02-19T03:31:00
2.4,-9.99,WY,YEE,75.7,7.105e-05,0.00012338,5.0904e-05,6.7699e-05,2020-02-19T03:31:00
2.4,-9.99,WY,YFT,33.8,2.2646e-05,7.142e-05,6.7051e-06,3.3482e-05,2020-02-19T03:31:00
2.4,-9.99,WY,YHB,33.4,5.3882e-05,3.5284e-05,2.1929e-05,1.3264e-05,2020-02-19T03:31:00
2.4,-9.99,WY,YHL,34.1,2.4408e-05,1.5044e-05,2.4379e-05,1.8847e-05,2020-02-19T03:31:00
2.4,-9.99,WY,YMP,49.0,3.2737e-05,1.5084e-05,3.9217e-06,8.368e-06,2020-02-19T03:31:00
2.4,-9.99,WY,YMR,17.8,8.8108e-05,6.386e-05,2.4188e-05,2.2471e-05,2020-02-19T03:31:00
2.4,-9.99,WY,YNE,66.8,1.1645e-05,5.3955e-06,2.5959e-06,3.741e-06,2020-02-19T03:31:00
2.4,-9.99,WY,YNM,6.3,0.00021532,0.00018022,0.00015521,0.0001102,2020-02-19T03:31:00
2.4,-9.99,WY,YNR,8.6,5.4309e-05,6.4968e-05,2.3774e-05,2.2817e-05,2020-02-19T03:31:00
2.4,-9.99,WY,YPP,53.6,1.3474e-05,2.7116e-05,1.5507e-05,1.2436e-05,2020-02-19T03:31:00
2.4,-9.99,WY,YTP,55.8,1.5332e-05,1.5721e-05,1.8971e-05,1.1521e-05,2020-02-19T03:31:00
2.4,-9.99,WY,YUF,21.3,3.9243e-05,5.4183e-05,3.8228e-05,4.7036e-05,2020-02-19T03:31:00
4.3,0.57,IW,LOHW,126.3,1.2526e-05,1.5209e-05,3.4467e-06,1.0787e-05,2020-02-19T03:32:04
4.3,0.57,IW,MOOW,110.4,5.6791e-06,1.4043e-05,9.7267e-06,1.1091e-05,2020-02-19T03:32:04
4.3,0.57,IW,SNOW,142.4,3.3705e-05,2.1345e-05,1.1195e-05,1.3537e-05,2020-02-19T03:32:04
4.3,0.57,RE,JKLK1,99.0,7.3766e-05,5.8465e-05,5.1677e-05,3.9458e-05,2020-02-19T03:32:04
4.3,0.57,RE,JKLK2,99.6,3.6518e-05,2.6978e-05,1.2365e-05,1.0725e-05,2020-02-19T03:32:04
4.3,0.57,RE,JKLK,99.0,6.342e-05,4.9019e-05,6.753e-05,5.0416e-05,2020-02-19T03:32:04
4.3,0.57,US,BOZ,116.0,1.8706e-05,1.2541e-05,1.7424e-05,1.0465e-05,2020-02-19T03:32:04
4.3,0.57,US,RLMT,127.1,2.3659e-05,1.4298e-05,1.8068e-05,2.339e-05,2020-02-19T03:32:04
4.3,0.57,WY,YDD,41.9,1.9174e-05,2.0715e-05,8.6387e-06,1.0606e-05,2020-02-19T03:32:04
4.3,0.57,WY,YEE,76.0,3.3794e-05,7.547e-05,3.9192e-05,6.5697e-05,2020-02-19T03:32:04
4.3,0.57,WY,YFT,32.5,2.131e-05,6.3402e-05,7.9533e-06,3.4572e-05,2020-02-19T03:32:04
4.3,0.57,WY,YHB,32.6,4.2163e-05,3.0567e-05,3.7358e-05,1.3773e-05,2020-02-19T03:32:04
4.3,0.57,WY,YHL,33.7,1.5548e-05,1.5169e-05,1.6405e-05,1.1876e-05,2020-02-19T03:32:04
4.3,0.57,WY,YMP,49.8,3.1106e-05,2.2985e-05,5.983e-06,8.6184e-06,2020-02-19T03:32:04
4.3,0.57,WY,YMR,16.4,3.2559e-05,1.4076e-05,7.1743e-05,6.0946e-05,2020-02-19T03:32:04
4.3,0.57,WY,YNE,68.2,1.2416e-05,7.5574e-06,4.5162e-06,2.8828e-06,2020-02-19T03:32:04
4.3,0.57,WY,YNM,6.7,0.00019387,0.0001677,0.00016792,0.00015565,2020-02-19T03:32:04
4.3,0.57,WY,YNR,8.9,2.6586e-05,1.6905e-05,0.00017441,7.7537e-05,2020-02-19T03:32:04
4.3,0.57,WY,YPP,52.3,7.1032e-06,1.8452e-05,4.109e-06,8.2333e-06,2020-02-19T03:32:04
4.3,0.57,WY,YTP,55.6,2.5128e-05,9.3059e-06,1.1441e-05,1.9642e-05,2020-02-19T03:32:04
4.3,0.57,WY,YUF,21.9,5.389e-05,4.7245e-05,3.4551e-05,4.6875e-05,2020-02-19T03:32:04
4.8,0.65,IW,LOHW,126.4,1.1477e-05,1.7492e-05,3.5794e-06,3.7884e-06,2020-02-19T03:47:21
4.8,0.65,IW,MOOW,110.5,1.6851e-05,1.1558e-05,9.3164e-06,9.8324e-06,2020-02-19T03:47:21
4.8,0.65,IW,SNOW,142.5,2.7705e-05,2.2856e-05,1.4347e-05,1.1881e-05,2020-02-19T03:47:21
4.8,0.65,RE,JKLK1,99.1,6.3161e-05,8.1919e-05,2.9712e-05,2.6775e-05,2020-02-19T03:47:21
4.8,0.65,RE,JKLK2,99.7,2.3054e-05,4.8585e-05,7.2128e-06,7.7835e-06,2020-02-19T03:47:21
4.8,0.65,RE,JKLK,99.1,5.2939e-05,7.7933e-05,6.5804e-05,5.1526e-05,2020-02-19T03:47:21
4.8,0.65,US,BOZ,115.9,1.6743e-05,1.8926e-05,1.4664e-05,1.5338e-05,2020-02-19T03:47:21
4.8,0.65,US,RLMT,127.0,2.2043e-05,2.0224e-05,1.0496e-05,8.1703e-06,2020-02-19T03:47:21
4.8,0.65,WY,YDD,42.0,1.4021e-05,1.727e-05,1.2076e-05,1.2626e-05,2020-02-19T03:47:21
4.8,0.65,WY,YEE,76.0,2.9818e-05,4.8438e-05,3.0705e-05,5.2329e-05,2020-02-19T03:47:21
4.8,0.65,WY,YFT,32.6,1.5795e-05,7.0404e-05,6.3224e-06,3.5017e-05,2020-02-19T03:47:21
4.8,0.65,WY,YHB,32.6,3.925e-05,2.8547e-05,2.4379e-05,1.4134e-05,2020-02-19T03:47:21
4.8,0.65,WY,YHL,33.8,1.7611e-05,1.3401e-05,1.6042e-05,1.4535e-05,2020-02-19T03:47:21
4.8,0.65,WY,YMP,49.8,1.7029e-05,1.8133e-05,7.3947e-06,5.8545e-06,2020-02-19T03:47:21
4.8,0.65,WY,YMR,16.5,2.1034e-05,1.9717e-05,9.5853e-05,6.7542e-05,2020-02-19T03:47:21
4.8,0.65,WY,YNE,68.0,1.4715e-05,1.1102e-05,6.4185e-06,4.0407e-06,2020-02-19T03:47:21
4.8,0.65,WY,YNM,6.6,0.00021918,0.0001732,0.00030271,0.00020274,2020-02-19T03:47:21
4.8,0.65,WY,YNR,8.8,2.606e-05,2.6586e-05,0.00014543,0.00015507,2020-02-19T03:47:21
4.8,0.65,WY,YPP,52.4,1.2512e-05,1.283e-05,7.3956e-06,1.5261e-05,2020-02-19T03:47:21
4.8,0.65,WY,YTP,55.6,1.8433e-05,1.6304e-05,1.3264e-05,2.0765e-05,2020-02-19T03:47:21
4.8,0.65,WY,YUF,21.8,4.1575e-05,4.1833e-05,4.3778e-05,5.3375e-05,2020-02-19T03:47:21
4.8,-9.99,IW,LOHW,126.4,1.5744e-05,1.1561e-05,4.5958e-06,2.6073e-06,2020-02-19T03:49:17
4.8,-9.99,IW,MOOW,110.5,4.9435e-06,8.3672e-06,1.1167e-05,1.5552e-05,2020-02-19T03:49:17
4.8,-9.99,IW,SNOW,142.6,3.7623e-05,4.7541e-05,1.2479e-05,1.2222e-05,2020-02-19T03:49:17
4.8,-9.99,RE,JKLK1,99.1,6.9949e-05,6.6656e-05,3.068e-05,3.3689e-05,2020-02-19T03:49:17
4.8,-9.99,RE,JKLK2,99.7,1.8381e-05,2.8615e-05,1.0015e-05,1.0098e-05,2020-02-19T03:49:17
4.8,-9.99,RE,JKLK,99.1,5.753e-05,5.398e-05,5.01e-05,5.524e-05,2020-02-19T03:49:17
4.8,-9.99,US,BOZ,116.1,5.9273e-06,1.1279e-05,1.6362e-05,1.2257e-05,2020-02-19T03:49:17
4.8,-9.99,US,RLMT,126.7,2.1331e-05,1.7048e-05,2.6493e-05,9.1052e-06,2020-02-19T03:49:17
4.8,-9.99,WY,YDD,41.9,2.0012e-05,1.8597e-05,7.9474e-06,1.0053e-05,2020-02-19T03:49:17
4.8,-9.99,WY,YEE,75.7,3.9591e-05,6.1721e-05,3.5856e-05,5.8317e-05,2020-02-19T03:49:17
4.8,-9.99,WY,YFT,32.7,2.6368e-05,6.41e-05,5.7168e-06,3.2545e-05,2020-02-19T03:49:17
4.8,-9.99,WY,YHB,32.9,4.0721e-05,3.091e-05,2.2244e-05,1.4153e-05,2020-02-19T03:49:17
4.8,-9.99,WY,YHL,34.1,2.0267e-05,9.4356e-06,1.887e-05,7.8387e-06,2020-02-19T03:49:17
4.8,-9.99,WY,YMP,49.4,3.6436e-05,1.9462e-05,5.7563e-06,4.9954e-06,2020-02-19T03:49:17
4.8,-9.99,WY,YMR,16.8,2.6275e-05,2.1524e-05,2.272e-05,1.8137e-05,2020-02-19T03:49:17
4.8,-9.99,WY,YNE,67.8,8.6697e-06,1.1198e-05,2.2633e-06,2.0292e-06,2020-02-19T03:49:17
4.8,-9.99,WY,YNM,6.3,0.0002081,0.00015718,0.00012271,0.00010631,2020-02-19T03:49:17
4.8,-9.99,WY,YNR,8.6,2.2043e-05,1.5134e-05,5.2214e-05,5.1802e-05,2020-02-19T03:49:17
4.8,-9.99,WY,YPP,52.5,1.5967e-05,1.5161e-05,5.5257e-06,1.8095e-05,2020-02-19T03:49:17
4.8,-9.99,WY,YTP,55.4,1.4484e-05,1.8112e-05,2.1976e-05,8.4356e-06,2020-02-19T03:49:17
4.8,-9.99,WY,YUF,21.5,4.1936e-05,4.9078e-05,3.2259e-05,4.2258e-05,2020-02-19T03:49:17
4.1,1.01,IW,LOHW,126.0,1.5188e-05,1.317e-05,3.5406e-06,1.7206e-05,2020-02-19T03:52:42
4.1,1.01,IW,MOOW,110.1,1.2454e-05,1.0117e-05,1.0396e-05,1.4248e-05,2020-02-19T03:52:42
4.1,1.01,IW,SNOW,142.1,1.622e-05,2.432e-05,1.6093e-05,1.4073e-05,2020-02-19T03:52:42
4.1,1.01,RE,JKLK1,98.7,9.9898e-05,7.6857e-05,3.6853e-05,3.519e-05,2020-02-19T03:52:42
4.1,1.01,RE,JKLK2,99.3,3.5975e-05,4.2637e-05,1.3038e-05,9.3611e-06,2020-02-19T03:52:42
4.1,1.01,RE,JKLK,98.7,8.9822e-05,6.8966e-05,7.2071e-05,6.7057e-05,2020-02-19T03:52:42
4.1,1.01,US,BOZ,116.2,1.0728e-05,7.6025e-06,7.6352e-06,6.052e-06,2020-02-19T03:52:42
4.1,1.01,US,RLMT,127.2,1.7712e-05,1.1149e-05,7.4846e-06,1.4733e-05,2020-02-19T03:52:42
4.1,1.01,WY,YDD,41.7,1.2911e-05,1.476e-05,1.1539e-05,1.1427e-05,2020-02-19T03:52:42
4.1,1.01,WY,YEE,76.0,4.664e-05,4.8927e-05,4.1774e-05,6.3144e-05,2020-02-19T03:52:42
4.1,1.01,WY,YFT,32.2,1.5456e-05,8.1147e-05,1.769e-05,3.4007e-05,2020-02-19T03:52:42
4.1,1.01,WY,YHB,32.5,5.2186e-05,2.9925e-05,8.4087e-05,3.5553e-05,2020-02-19T03:52:42
4.1,1.01,WY,YHL,33.8,1.5648e-05,1.7342e-05,1.7409e-05,1.3221e-05,2020-02-19T03:52:42
4.1,1.01,WY,YMP,49.9,2.3603e-05,2.5757e-05,1.0785e-05,8.4504e-06,2020-02-19T03:52:42
4.1,1.01,WY,YMR,16.2,2.9668e-05,2.1929e-05,0.00026084,0.00020382,2020-02-19T03:52:42
4.1,1.01,WY,YNE,68.4,8.7407e-06,1.0056e-05,3.8975e-06,7.0523e-06,2020-02-19T03:52:42
4.1,1.01,WY,YNM,6.7,0.00019013,0.00016608,0.00054376,0.00036656,2020-02-19T03:52:42
4.1,1.01,WY,YNR,8.9,2.0851e-05,1.7937e-05,0.00031245,0.00026037,2020-02-19T03:52:42
4.1,1.01,WY,YPP,52.0,1.5243e-05,1.6187e-05,1.5708e-05,2.2325e-05,2020-02-19T03:52:42
4.1,1.01,WY,YTP,55.4,2.6464e-05,1.8506e-05,1.3316e-05,2.2245e-05,2020-02-19T03:52:42
